BRAND,DATE,CONTENT,SENTIMENT,SERVICE,SOURCE_TYPE,MODELS_MENTIONED
BYD,2026-01-09,"RT @Selaphielll_: @ItaloMarsinho Carro elétrico acelera mais rápido do que carro convencional, mas depois de uns 50 metros o BYD come poeira para a Porsche.",POSITIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2025-11-05,"A maior felicidade quando preciso pegar Uber é quando vem um BYD, pq se a pessoa não ligar o ar usando um carro elétrico ela já morreu por dentro e por fora",NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2026-04-07,"Já tive pé a trás com elétrico, não que eu tivesse grana pra comprar, só como entusiasta mesmo; hoje o que me incomoda na BYD é um carro se chamar Song Plus",NEGATIVE,,Unsegmented,['song']
BYD,2025-05-11,@Kami_155 @redsubmarine9 @choquei O modelo da BYD que é considerado carro de luxo e a Denza. É só um carro elétrico ou híbrido que quem tem acha que é rico…,NEGATIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2026-05-02,@RickBuzz Entendo teu ponto de vista. Isso também era chamado de carro igual a um BYD. Então pq não chamar de helicóptero elétrico?! https://t.co/SMAde7sY9A,NEGATIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2025-04-22,"O Lula agora só vai andar de carro elétrico da BYD, cedidos em comodato ao Palácio do Planalto. Eu, se fosse presidente, mandava comprar uma frota de Lexus.",NEGATIVE,,Unsegmented,['Unknown Model']
Tesla,2025-08-19,O elétrico já deu certo. O Tesla S foi lançado em 2012. O Tesla Y foi o carro mais vendido do mundo em 2024. Essa incredulidade é chororô de tio do Corolla.,NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2026-05-06,"Solicitando um carro de app,o carro elétrico tava com tarifa de 12 reais e carro normal com 8 reais, solicitei normal aceitou um byd https://t.co/x95Zwz1uwZ",NEUTRAL,Twitter,Unsegmented,['Unknown Model']
BYD,2025-11-19,"Só de comprar carro elétrico já dá pra saber que a pessoa tem merda na cabeça.
Se vai ser Tesla, GWM, BYD ou qualquer outra bosta, é só um plus na demência.",NEGATIVE,,Unsegmented,['Unknown Model']
Chevrolet,2025-01-31,"Com relação a VW e Chevrolet a China vai ganhar em quantidade e preços.
VW e Chevrolet não tem muito foco em carro elétrico. Mas qualidade e confiabilidade…",NEUTRAL,,Unsegmented,['Unknown Model']
BYD,2025-07-02,"Medida usada para dar monopólio a BYD. Mas mesmo assim, essa merda não vai progredir, pois só sendo bem desavisado pra comprar carro elétrico. Não compensa!!",NEGATIVE,,Unsegmented,['Unknown Model']
Tesla,2026-03-19,"Para os brasileiros carro elétrico e chinês para o chineses o carro elétrico mais seguro do mundo Tesla! 
@Tesla
 parabéns pelo seu sucesso de venda na China",POSITIVE,,Unsegmented,['Unknown Model']
BYD,2025-06-09,"Tipo de notícia que vai ser omitida em vários lugares! 

Carro elétrico chinês #BYD sem controle no Centro do Rio!!! 

Segue a parte que falta da notícia....",NEGATIVE,,Unsegmented,['Unknown Model']
Tesla,2025-04-23,"Não existe perspectiva para tesla com juro elevado ainda que haja contrapartida do estado com subsídio.

China já dominou o mercado global de carro elétrico.",NEUTRAL,,Unsegmented,['Unknown Model']
Unknown,2026-04-26,"China tem mais de 48.000km de trem bala. Carro elétrico mais potente q Ferrari. Enquanto isso inauguramos 6,8km de monotrilho. Viva o capitalismo brasileiro.",NEUTRAL,,Unsegmented,['Unknown Model']
BYD,2024-12-23,O protesto dela parece sincero. Já mandei num Uber BYD Dolphin e achei bem acabado e o motorista parecia satisfeito. Mas não compraria nenhum carro elétrico.,NEGATIVE,,Unsegmented,['dolphin']
BYD,2026-04-18,@comentamalu_ @BYDAutoBrasil @BYDAutoBrasil deem um carro pra tia Milena!! A Geely vai ficar passada com essa. BYD melhor marca de carro elétrico do Brasil!!,POSITIVE,Twitter,Unsegmented,['Unknown Model']
Volvo,2025-07-27,"É uma bomba esses carros. As pessoas que estão comprando, não estão considerando vender. Se quer comprar carro elétrico usado, tem volvo e mini que compensa.",NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2026-04-09,"Alguém sabe algum lugar grátis para carregar carro elétrico BYD em Belo Horizonte?  Até uns dias atrás, o Shopping Del Rey era grátis e agora estão cobrando.",POSITIVE,Twitter,Unsegmented,['Unknown Model']
Tesla,2026-02-17,"Tesla é a empresa com maior moat do mundo, não existe nada parecido

Carro elétrico é só funding pro que realmente interessa: robótica avançada, energia e IA",NEUTRAL,,Unsegmented,['Unknown Model']
BYD,2024-10-28,"Enquanto isso, a Tesla e seu carro elétrico baten recordes
Nem vou falar da BYD e GWM, que tem até navio pra entregar seus carros.
Bora acabar com o petróleo",NEUTRAL,,Unsegmented,['Unknown Model']
Nissan,2025-04-01,"Nissan terá carro elétrico compacto abaixo do March em 2026 

https://
insideevs.uol.com.br/news/755185/ni
ssan-carro-eletrico-barato/
… via @InsideevsBrazil",NEUTRAL,,Unsegmented,['Unknown Model']
BYD,2025-06-29,"Dói no ouvido ouvir podcasters  falar “BIAIDÍ” (BYD). Se não entende de “carro elétrico”, fala bê-ípsilon- dê pra não passar vergonha. De nada.   @BYDCompany",NEGATIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2025-07-28,Por isso eu só implico com BYD por ser carro elétrico e eu gostar muito de motores a combustão. Tirando isso os carro são excelentes. https://t.co/6Uc5suF4Px,POSITIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2026-02-03,Sumiu aquele cara da JAC que toda hora falava nos podcasts que carro elétrico era bolha e que BYD nunca teria mais que 3% de mercado… https://t.co/sDVUOHJgZE,NEUTRAL,Twitter,Unsegmented,['Unknown Model']
BYD,2025-06-04,@AGR02G Do Brasil o unico carro eletrico que eu acho que compensa é o BYD Mini. E usar até acabar. Se comprar pensando em revender você não anda de eletrico.,NEGATIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2026-04-14,Gabriela Saporito Panquequinha  merece muito nossa guerreira batalhadora grande menina mulher  ganhou o maior e melhor carro elétrico do Brasil e do mundo BYD,POSITIVE,,Unsegmented,['Unknown Model']
BMW,2026-01-06,"É eu também  coloquei no radar uma BMW, Camionete hilux, e um carro elétrico 2025. Fiz minhas propostas vamos ver se alguma das lojas de carro aceita. Kkkkkkk",NEUTRAL,,Unsegmented,['Unknown Model']
Nissan,2025-05-21,"como não mano, tem o nissan leaf de 2014 elétrico anunciado na gringa com bateria funcionando kkkkkk

eu n curto muito carro elétrico, mas po, da um google ai",NEUTRAL,,Unsegmented,['leaf']
Tesla,2024-08-31,"A Tesla é responsável por popularizar o carro elétrico e torná-lo uma opção viável no mercado, vendendo em massa. Antes da Tesla a eletrificação era só utopia",NEUTRAL,,Unsegmented,['Unknown Model']
Tesla,2026-04-01,"A Tesla recebe subsídios do governo americano, mas lá ainda não retiram como estão retirando na China e no Brasil. Sem subsídios, o carro elétrico é inviável.",NEUTRAL,,Unsegmented,['Unknown Model']
BYD,2026-01-09,"pedi uber e chegou um moço dirigindo um BYD. o carro elétrico não faz NENHUM barulho no motor, parece que estou navegando no espaço pela força inércia sideral",NEGATIVE,,Unsegmented,['Unknown Model']
Unknown,2026-03-26,A Ferrari recorreu à NASA para o desenvolvimento do seu 1º carro elétrico. A meta é evitar que a aceleração bruta cause mal-estar. Detalhes: #autopapo #curtas,NEUTRAL,,Unsegmented,['Unknown Model']
BYD,2026-04-03,"Não vejo a hora de comprar o meu BYD, só fala mal de carro elétrico quem n tem. Você gastar em torno de R$ 50,00 de energia para andar quase 300km, é surreal.",NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2026-02-05,"comprar um byd é loucura, slk carro elétrico nao tem graça, é feio, caro, ainda pra revender é uma porcaria, fora que se bater é um prejuízo pra importar peça",NEGATIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2025-08-31,"Só faria sentido se fosse carro AUTOMÁTICO.
Elétrico tem motorista pra ser responsabilizado, a byd não é culpada pela direção. 

Tá com ódio da marca chinesa?",NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2025-09-08,"Eu gosto bastante do estilo dos sedans da byd, cara de carro elétrico e asiático mesmo, porém os alemães 3e até a Ferrari estão ficando com essa estética tbem",POSITIVE,,Unsegmented,['Unknown Model']
BYD,2025-04-24,"Já peguei um Uber byd e foi confortável pra cacete além do ar ser gelado e ser silencioso, queria pegar Uber carro elétrico mais vezes https://t.co/q2ty7RhfHW",NEGATIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2025-12-24,"Todo dono de BYD que eu conheço é gostoso, independente se é homem ou mulher, e todo hater de carro elétrico que eu conheço é feio, calvo, e às vezes até liso",NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2025-10-06,"É TIPO UM BYD INFANTIL? 

Mini Carro Elétrico Infantil Conect Kart Suporta Até 70kg
R$481,74
- Use o Cupom: ESQUENTA10


https://
mercadolivre.com/sec/13xYY5k",NEUTRAL,,Unsegmented,['Unknown Model']
BYD,2026-02-10,@ZattarRafael Tendenciosa. Não faz diferença se é BYD ou outra marca e se é elétrico ou não. Carro nessa faixa de preço para cima sempre desvaloriza bastante.,NEGATIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2025-12-11,Hoje andei de BYD. Primeiro Uber com carro elétrico que me atendeu. Silencioso e macio. Tudo preto por dentro. Duas telas de LCD no painel. Achei bem apertado,NEGATIVE,,Unsegmented,['Unknown Model']
Unknown,2026-02-10,"Ferrari celebra 2025 positivo e marca lançamento de 1º carro elétrico. 'Luce' será apresentado ao público em 25 de maio, em Roma #ANSA https://t.co/ISCAWM0cdU",POSITIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2025-07-13,"Carro elétrico é a maior furada e ainda chinês, não adianta por agua o fogo só muda de cor, e estão falando que os carros da BYD mando informações para China.",NEGATIVE,,Unsegmented,['Unknown Model']
Fiat,2025-06-19,"@FelipeTadewald Bolha, vem para o interior de Minas, tem carro elétrico BYD,  mas também tem fusca, brasilia,  veraneio, fiat 147 e carros 1.0 aos montes. 🤙👍✌️",POSITIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2026-02-26,"Não é comparar a BYD com a Toyota mas sim comparar as garantias que cada uma dá, calma ae pow.

Não gosto nem de carro elétrico mas nesse caso o mano tá certo.",NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2026-04-07,"Eu quero muito um carro elétrico depois que andei de byd, mas eu quero blindado 
Não tem nada que custe menos de 300 mil kkkkkkkk
Continuarei na gasolina mesmo",NEUTRAL,,Unsegmented,['Unknown Model']
BYD,2025-06-08,Igual a promessa que a BYD ia investir no nordeste. E até agora TUDO. Maior fábrica deles fora da China produzindo carro elétrico e empregando mt gente. ACORDA,NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2026-04-17,A BYD meio q já conseguiu vincular o conceito de carro elétrico com a sua marca aqui no Brasil. Agora é ver o resultado das outras! Será q a GAC vai conseguir?,NEUTRAL,,Unsegmented,['Unknown Model']
BYD,2025-05-25,"@morgannlr_ Carro elétrico pra cidade, ok. Mas pra viagem tem q ter um pouco mais de cuidado. Conheço umas três pessoas q viajaram de byd e o carro descarregou",POSITIVE,Twitter,Unsegmented,['Unknown Model']
Tesla,2026-01-05,"Eu particularmente sou fã de carro elétrico, depois que passei 15 dias com um tesla.

Teria fácil um mustang elétrico, já vi pessoalmente e achei um puta carro",POSITIVE,,Unsegmented,['Unknown Model']
Tesla,2025-05-13,"RT @bebedaselva: Também peguei o meu, depois que dirigi um tesla voltei pro Brasil maluco por um carro elétrico https://t.co/fHQmWzREdw https://t.co/Wq5iyvGDeg",NEGATIVE,Twitter,Unsegmented,['Unknown Model']
Tesla,2025-04-04,Fake News. Olha a da #NVDA. Carro elétrico em geral está caindo. Tesla perdeu 39% com todo que está acontecendo. Já a Navidia perdeu 32 % sem nada de negativo.,NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2025-01-02,Me choca a burrice do governo em fazer todo um auê por essa byd (q aliás eu gosto pq acho carro elétrico massa) e não colocar coisa só pra contratar brasileiro,NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2025-05-29,@cabala @CanaldoNegaoo Aí o preço de um carro popular fabricado no Brasil. Imagina se fosse elétrico e com toda a tecnologia de um BYD. https://t.co/iOac2P1NWm,POSITIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2026-01-21,RT @xiaomandarim: BYD promete carregamento de carro elétrico em apenas 5 minutos no Brasil com nova tecnologia de recarga ultrarrápida:  https://t.co/SagijGiB0o,NEUTRAL,Twitter,Unsegmented,['Unknown Model']
BYD,2025-06-08,"e prejudica trabalhadores americanos . Em janeiro, o presidente Lula recebeu um carro elétrico da BYD no Palácio da Alvorada, aumentando a visibilidade do caso.",NEUTRAL,,Unsegmented,['Unknown Model']
Fiat,2025-04-14,"Quase 80% da população é classe A + B + C, que não dá pra comprar um caixote com motor de lambreta (Fiat Mobi). Como o ser humano vai comprar um carro elétrico?",NEGATIVE,,Unsegmented,['Unknown Model']
Tesla,2025-09-10,"Ahahahahahahaha
Nem o tesla plaid andaria com o Black Bull bebe...

Carro elétrico é brinquedo de emocionado. 

Eterno freguês dos preparados. 

Chora não bebe.",NEGATIVE,,Unsegmented,['Unknown Model']
Tesla,2025-06-15,RT @CamiloZe37488: @teslacarsonly Tenho um comunicado a todo brasileiro que que vão comprar carro elétrico tenha certeza se é tesla é bom é mais que bom é ótimo,POSITIVE,Twitter,Unsegmented,['Unknown Model']
Peugeot,2025-05-14,Coisas que só viado tem: 1 - Fogão por indução  2 - Carro elétrico  3 - Mcbook Air 4 - Necessaire 5 - Peugeot 6 - Foto na Grécia  7 - Varíola do macaco 8 - Aids,NEGATIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2025-12-28,"Não entendi a diferença de ser um byd. Consome energia igual. 1 a 2 kwh. O problema é geral de uber e de não pedir, mas o que carro elétrico tem a ver com isso?",NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2026-03-05,Eu ate uns tempos atrás torcia nariz para carro elétrico   Mas com preço ta o combustível e uns carros muito bem feitos pela byd  Acho um bom investimento hoje.,NEUTRAL,Twitter,Unsegmented,['Unknown Model']
Tesla,2024-12-11,"""ai pipipi pópópó é aerodinâmica, carro elétrico precisa de toda ajuda possível pra aumentar autonomia"", PORRA NENHUMA, se a Tesla não precisa, ninguém precisa.",NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2025-05-24,"@cavalierhx @AvelinoReAu Não vendo carros. As alugadoras de carro elétrico tmb não querem mais. Veja bem, compre seis byd.  Eu não ligo. https://t.co/gLECkh8VKP",NEGATIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2026-03-03,"FAKENEWS 
BYD est quebrada! Ninguém compra esta porcaria de carro 

Qq engenheiro elétrico sabe a merda que é abastecimento de bateria. Risco de incêndio claro.",NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2026-04-15,"AGORA: Apesar das controvérsias com o perfil fake, os stories do Instagram oficial da BYD Brasil, confirmou:

GABRIELA GANHARÁ UM CARRO ELÉTRICO NOVINHO! #BBB26",NEUTRAL,,Unsegmented,['Unknown Model']
Tesla,2024-10-23,"Cadê o Tesla de 25 mil dólares? Investidores cobram Musk, que promete o carro elétrico ""barato"" e diz que ele está a caminho, mas está investindo num táxi robô.",NEUTRAL,,Unsegmented,['Unknown Model']
Tesla,2024-10-17,"Mas o grande trunfo da Tesla não é ser um carro elétrico, mas a tecnologia embarcada. Com a última atualização do autopilot o carro simplesmente dirige sozinho.",NEUTRAL,,Unsegmented,['Unknown Model']
Unknown,2025-01-24,"curto o Musk, mas nao compro essas porcarias de carros elétricos....BMW é BMW......carro elétrico é meu ovo kkk quem compra carro eletrico, nao gosta de carros.",NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2026-03-24,"Agora é que a BYD e as outras montadoras chinesas vão vender carro elétrico com força, depois do empurrão pra cima que Trump deu no preço do barril de petróleo.",NEUTRAL,,Unsegmented,['Unknown Model']
Tesla,2025-03-09,"Model Y: carro mais vendido do mundo é atualizado; veja como ficou 
https://
bit.ly/4kAjQiQ

Veículo elétrico da Tesla superou o Toyota Corolla no ranking global",NEUTRAL,,Unsegmented,['model y']
Unknown,2024-10-25,"Tem cara que acha, que carro elétrico não é legal, porque não faz barulho, por exemplo os carros exóticos tipo Ferrari, para eles é legal ouvir o ronco do motor.",NEGATIVE,,Unsegmented,['Unknown Model']
Volvo,2025-11-05,meu padrinho trocou o carro a combustão dele num Volvo elétrico a 15 dias e a 15 dias ele tá sem o carro pq ele deu pau no software KKKKKKKKKKKKKKKKKKKKKKKKKKKKK,NEGATIVE,,Unsegmented,['Unknown Model']
Tesla,2026-04-11,"@M_A_R_S_666 @OEstagiari0 Mas respondendo ao seu comentário idiota, eu tive um tesla model y pro 3 anos e agora tenho um A6, sim, dirigi bastante carro elétrico.",NEGATIVE,Twitter,Unsegmented,['model y']
Unknown,2026-01-31,"@schwasnegg2980 @oocbrazill Mas que alcançava a Ferrari, alcançava.  Dirigia um carro elétrico uma vez. Vai ver o que é torque imediato, sem quase nada de perda.",NEUTRAL,Twitter,Unsegmented,['Unknown Model']
BYD,2025-06-27,"Brasileiro não compra tanto carro elétrico por falta de políticas de isenção, diz chefe da BYD no Brasil  #BYD #BYDBrasil #carroeletrico  https://t.co/Q9szBccLVg",NEGATIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2026-04-17,"BYD A NOSSA PROTAGONISTA JORDANA MERECE TAAANTO UM CARRO ELÉTRICO MARAVILHOSO TAMBÉM  POR FAVORZINHO, ELA MERECE DEMAISSSSS  NOTA ELA POR FAVORR 
@Jordanarmorais",POSITIVE,,Unsegmented,['Unknown Model']
BYD,2025-12-22,"""Senhor, você gosta de carro elétrico?""
""Sim sim! Inclusive, minhas fabricantes favoritas são Tesla e BYD""
""Entendi..."" *anotando que o cara é boiola pra caralho",NEUTRAL,,Unsegmented,['Unknown Model']
Unknown,2026-04-22,Vc entra pra comprar um carro da entrada o banco aprova mais se seu carro quebrar não consertam e a opção que te dão e aceitar qualquer q eles escolherem na loja,NEGATIVE,Facebook,Unsegmented,['Unknown Model']
BYD,2025-05-29,"Nem na China se usa o carro elétrico BYD, na Europa também não, nem nos EUA, mas chegou um navio com 7 mil carros para nós.  Viva o Lula! https://t.co/sOfVicE7qP",POSITIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2025-04-30,Ontem passando na favela de Camará vi um carro boladão elétrico da BYD.   PRIMEIRA VEZ QUE VI UM CARRO ELÉTRICO FOI EM SENADOR CAMARÁ. O Rio é muito complexo kkk,NEUTRAL,Twitter,Unsegmented,['Unknown Model']
BYD,2026-01-23,"Curtiu um vídeo via 
@YouTube
 
Tutorial de funcionamento básico do carro elétrico Byd Dolphin #carroelé... 
https://
youtu.be/ZHITUy4WtZg?si
=iSCNMA4kEOp8pHKS
…",NEUTRAL,,Unsegmented,['dolphin']
BYD,2025-11-18,"@grok
 carros elétricos como BYD tem que trocar a bateria a cada 6 anos ? Seria vantajoso comprar um carro elétrico se 70% do valor desses carros vem da bateria?",NEUTRAL,,Unsegmented,['Unknown Model']
Fiat,2024-12-28,"E são uns lixos estes carros, carro é e sempre será da Fiat, Volkswagen, Ford, GM e Elétrico o Tesla o resto é lixo. Estou falando de marcas de carros populares.",NEGATIVE,,Unsegmented,['Unknown Model']
Tesla,2026-04-27,"@MissFrancon @ceticismo Cara, esses debilóides botaram fogo em revendas da TESLA, os caras passaram a vida defendendo carro elétrico, mas como é do Musk, odeiam.",NEGATIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2025-03-03,"E meu Uber ontem que veio de BYD dolphin mini, realizei um desejo antigo de andar num carro elétrico e realmente é muito maneiro, pratiquei a lei da atração kkkk",POSITIVE,,Unsegmented,['dolphin']
BYD,2025-04-02,"@erkdsaa @ZattarRafael Ganho 16, pago aluguel de 3 e to juntando pra comprar um a vista de 100k. Não quero carro de milionário, quero um elétrico bonzinho da byd",NEGATIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2026-04-18,Cadê o byd pra mãe da tia Milena hein?? Ela merece um carro elétrico que não descarrega rápido mesmo parado e que não precisa pagar propaganda pra ser o maioral.,NEGATIVE,,Unsegmented,['Unknown Model']
Nissan,2026-01-02,@Georgefbms1997 @toninhodocall Nissan tá a beira da falência. Não tem mais como alcançar as chinesas. Japão até pode fazer carro elétrico. Mas vai custar o dobro,NEGATIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2025-07-18,"Oq mais me distancia do carro elétrico é o byd dolphin mini só ter 4 lugares e a autonimia que caso você queria viajar nao da, é um ótimo carro para cidade e só.",NEGATIVE,,Unsegmented,['dolphin']
Tesla,2026-01-14,@RamosHelde83932 @expresso O carro mais vendido no mundo neste momento é um elétrico e é um tesla. Depois aparecem papalvos como tu que preferem andar de carroça,NEUTRAL,Twitter,Unsegmented,['Unknown Model']
Nissan,2025-07-09,"nissan kicks:
- confortável 
- espaçoso 
- automático com tela de ré 
- ótima embreagem 
- motor silencioso que lembra um carro elétrico 

Nota para o carro 9/10",POSITIVE,,Unsegmented,['Unknown Model']
BMW,2026-03-26,"Sim, segundo carro, carro da esposa.. Eu vejo isso todo dia no colégio da minha filha campeão, o pai tem um Volvo, uma BMW, e a esposa tem um elétrico ou hibrido",NEUTRAL,,Unsegmented,['Unknown Model']
BYD,2026-04-26,"BYD criou bateria de carro elétrico que carrega 100% em 10 MINUTOS!
A montadora chinesa acabou de revolucionar os veículos elétricos com tecnologia que muda tudo:",NEUTRAL,,Unsegmented,['Unknown Model']
Tesla,2025-05-20,O robô comeu um Tesla e agora está tentando estacionar na tomada. Alguém avisa que ele não é um carro elétrico! #RoboConfuso #TeslaComFome https://t.co/yEYvMUOUiX,NEGATIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2026-01-09,"Irmão, um carro elétrico tem 0 peso pra arrancada, já uma porsche pesa muito e o peso atrapalha na saída. Mas vale lembrar, na pista o byd vira retardatalho fácil",NEUTRAL,,Unsegmented,['Unknown Model']
BYD,2026-05-06,"Finalmente um carro elétrico pra competir com a tesla, não essas merdas da BYD.

Brasil precisa crescer logo pra tesla conseguir ter mercado sei como tem na china",NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2025-12-28,"não e contra carro elétrico é contra BYD, tu não vai ver essa gente dar um piu contra Tesla, é mais uma vez esse povo sendo papagaio e vassalo dos estragos unidos",NEGATIVE,,Unsegmented,['Unknown Model']
Tesla,2025-04-02,"@rui___nelson eu não acredito na tesla nem sequer tenho carro elétrico, é a pior merda para o ambiente que se inventou.  acredito na fusão a friu e que já existe.",NEGATIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2025-04-02,🚗 PRESENTANDO O BYD DOLPHIN 2025: O CARRO ELÉTRICO QUE ESTÁ REVOLUCIONANDO O MERCADO BRASILEIRO! 🌊  Saiba mais em: https://t.co/bC5UQQowf1 https://t.co/0aFQLuMHSY,POSITIVE,Twitter,Unsegmented,['dolphin']
Nissan,2024-12-17,"Honda e Nissan estudam fusão. Tem tudo a ver com o carro elétrico 
https://
braziljournal.com/honda-e-nissan
-estudam-fusao-tem-tudo-a-ver-com-o-carro-eletrico/
…",NEUTRAL,,Unsegmented,['Unknown Model']
BYD,2026-02-10,"@_diego_amaral_ @MedicoLiberdade @ZattarRafael O Tan é um carro caro. Ele desvaloriza por isso, não por ser elétrico ou ser BYD.  Vê a desvalorização de um X6 aí.",NEGATIVE,Twitter,Unsegmented,['tan']
BYD,2025-10-13,"Tem quem não goste de carro elétrico. E tem os que não confiam em marcas chinesas. Eu sou dos dois tipos.

O meu carro a combustão vale 4 byd Dolphin, 2 byd Seal.",NEUTRAL,,Unsegmented,"['dolphin', 'seal']"
BYD,2024-08-29,"Esses dias entrei num Uber byd, usei o termo ""bid"" e o motorista falou ""bi-uai-di"" só lembrei de south park mostrando oq um carro elétrico faz com o juízo do caba",NEUTRAL,,Unsegmented,['Unknown Model']
BYD,2025-03-04,Só otario baba ovo de bilionário pra gastar dinheiro com esta Mérida de carro conceito ao invés de investir em um carro elétrico funcional de verdade como um BYD.,NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2025-12-18,"alguem tem esse carro? eu to querendo comprar ele por ser pequeno, elétrico, automático…. e ROSA .  alguém tem review do BYD dolphin mini? https://t.co/QWCm8c9D6x",NEUTRAL,Twitter,Unsegmented,['dolphin']
BYD,2025-09-24,"Os Ubers byd é tudo gente fina, ar condicionado ligado, conforto e a viagem todinha falando como carro elétrico é bom. 
Uber normal é calor, mau humor e amargura.",NEGATIVE,,Unsegmented,['Unknown Model']
Unknown,2026-02-09,Ferrari Luce: interior do primeiro carro elétrico da marca foi revelado hoje; Designer do iPhone ajudou no projeto https://t.co/kmzSfrtjrQ https://t.co/7NwlyhM7HE,POSITIVE,Twitter,Unsegmented,['Unknown Model']
Tesla,2025-03-30,"Deve ser pelo preço, Europa tem, mas por enquanto são minoria, isso que é carro elétrico para tudo que é lado, Tesla ainda lidera, tem muito Uber de Tesla também.",NEUTRAL,,Unsegmented,['Unknown Model']
BYD,2025-07-07,"Com essa cara de afronhado que vc tem, não me espantaria se for dono de algum carro elétrico da BYD.
Vai dar meia hora de bunda para o cavalo com o relógio parado",NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2026-02-26,off do off:: o estacionamento da minha empresa tem carregador pra carro elétrico todos os sinais possíveis aqui pra eu ter um byd meu deus do céu abre a conta jss,NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2026-04-17,"@7Lacerda A geely é bem superior a BYD. Nem gosto de carro chinês e nem de elétrico. Mas como gosto de carro em geral, sei analisar a qualidade. Geely é superior.",POSITIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2026-01-27,"fiquei tao feliz que a byd existiu pq eu sempre amei carro elétrico e a tecnologia da tesla é barbara, mas agr imagina apoiar alguma coisa que venha do elon musk?",POSITIVE,Twitter,Unsegmented,['Unknown Model']
BYD,2025-06-12,"Pessoa que compra carro elétrico nem viaja doidao isso nem é ponto.

Tem carro da BYD alto

Não que eu vá comprar um carro que não dá pra revende depois né mas...",NEGATIVE,,Unsegmented,['Unknown Model']
Tesla,2024-09-05,"Não, carro elétrico não vai resolver o tal do aquecimento global, mas uma coisa é certa, a tecnologia empregada no Tesla é diferenciada… 
@Tesla
 está de parabéns",POSITIVE,,Unsegmented,['Unknown Model']
BMW,2024-11-26,"Se bem que os carros tão ficando uma merda, BMW estão feios, problemas de fiabilidade e afins e a negação do carro elétrico.
Vão ser comidos pela Tesla e Chineses",NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2025-05-28,"Dos mesmos histéricos da escala 6x1, mais uma denúncia de trabalho escravo da BYD, porque carro elétrico vai curar o meio ambiente e viva a Amazônia. Painho é p1c4",NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2025-07-16,"Hoje tive o prazer de acelerar a porra de um BYD SEAL e PUTA QUE PARIU QUE TESÃO, acabou completamente meu preconceito com carro elétrico!!! Eu só precisava testar",POSITIVE,,Unsegmented,['seal']
BYD,2026-03-07,"Sério mesmo que tem torcedor reclamando só pq a byd é marca de carro elétrico? Pqp viu... Vai ter masculinidade frágil na casa do caralho, o que tem haver isso pô!",NEGATIVE,,Unsegmented,['Unknown Model']
BYD,2025-07-23,RT @autoesporte: Novo Renault Kwid E-Tech é o carro elétrico mais barato da Europa e está chegando ao Brasil para ameaçar liderança da BYD  https://t.co/vm45ln1IbL,NEUTRAL,Twitter,Unsegmented,['Unknown Model']
BYD,2026-03-24,"Pois a revenda só é valida pra própria BYD que paga 95% do valor do carro, já que as demais pagam muito a baixo da tabela Fipe carro elétrico independente da marca",NEUTRAL,,Unsegmented,['Unknown Model']
